Timestamp: 2024-07-27 04:54:37, Total: 503.71 GB, Available: 424.12 GB, Used: 76.04 GB, Percent: 15.8%
Timestamp: 2024-07-27 05:31:29, Total: 503.71 GB, Available: 489.17 GB, Used: 11.01 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:31:39, Total: 503.71 GB, Available: 489.20 GB, Used: 10.98 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:31:49, Total: 503.71 GB, Available: 489.21 GB, Used: 10.97 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:31:59, Total: 503.71 GB, Available: 489.21 GB, Used: 10.96 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:32:09, Total: 503.71 GB, Available: 489.24 GB, Used: 10.93 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:32:19, Total: 503.71 GB, Available: 489.25 GB, Used: 10.92 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:32:29, Total: 503.71 GB, Available: 489.27 GB, Used: 10.91 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:32:39, Total: 503.71 GB, Available: 489.29 GB, Used: 10.89 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:32:50, Total: 503.71 GB, Available: 489.29 GB, Used: 10.89 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:33:00, Total: 503.71 GB, Available: 489.29 GB, Used: 10.89 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:33:10, Total: 503.71 GB, Available: 489.30 GB, Used: 10.88 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:33:20, Total: 503.71 GB, Available: 489.30 GB, Used: 10.88 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:33:30, Total: 503.71 GB, Available: 489.31 GB, Used: 10.87 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:33:40, Total: 503.71 GB, Available: 489.32 GB, Used: 10.86 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:33:50, Total: 503.71 GB, Available: 489.31 GB, Used: 10.87 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:34:00, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:34:10, Total: 503.71 GB, Available: 489.33 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:34:20, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:34:30, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:34:40, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:34:50, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:35:00, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:35:10, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:35:20, Total: 503.71 GB, Available: 489.33 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:35:30, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:35:40, Total: 503.71 GB, Available: 489.34 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:35:50, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:36:00, Total: 503.71 GB, Available: 489.35 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:36:10, Total: 503.71 GB, Available: 489.33 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:36:20, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:36:30, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:36:40, Total: 503.71 GB, Available: 489.35 GB, Used: 10.82 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:36:50, Total: 503.71 GB, Available: 489.36 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:37:00, Total: 503.71 GB, Available: 489.35 GB, Used: 10.82 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:37:10, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:37:20, Total: 503.71 GB, Available: 489.37 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:37:30, Total: 503.71 GB, Available: 489.38 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:37:40, Total: 503.71 GB, Available: 489.37 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:37:50, Total: 503.71 GB, Available: 489.37 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:38:00, Total: 503.71 GB, Available: 489.36 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:38:10, Total: 503.71 GB, Available: 489.37 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:38:20, Total: 503.71 GB, Available: 489.37 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:38:30, Total: 503.71 GB, Available: 489.38 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:38:40, Total: 503.71 GB, Available: 489.38 GB, Used: 10.79 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:38:50, Total: 503.71 GB, Available: 489.38 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:39:00, Total: 503.71 GB, Available: 489.39 GB, Used: 10.78 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:39:10, Total: 503.71 GB, Available: 489.38 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:39:20, Total: 503.71 GB, Available: 489.38 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:39:30, Total: 503.71 GB, Available: 489.38 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:39:40, Total: 503.71 GB, Available: 489.39 GB, Used: 10.79 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:39:50, Total: 503.71 GB, Available: 489.40 GB, Used: 10.78 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:40:00, Total: 503.71 GB, Available: 489.40 GB, Used: 10.78 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:40:10, Total: 503.71 GB, Available: 489.40 GB, Used: 10.77 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:40:20, Total: 503.71 GB, Available: 489.38 GB, Used: 10.79 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:40:30, Total: 503.71 GB, Available: 489.38 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:40:40, Total: 503.71 GB, Available: 489.37 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:40:50, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:41:00, Total: 503.71 GB, Available: 489.35 GB, Used: 10.82 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:41:10, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:41:20, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:41:30, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:41:40, Total: 503.71 GB, Available: 489.33 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:41:50, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:42:00, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:42:10, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:42:20, Total: 503.71 GB, Available: 489.37 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:42:30, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:42:40, Total: 503.71 GB, Available: 489.36 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:42:50, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:43:00, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:43:10, Total: 503.71 GB, Available: 489.35 GB, Used: 10.82 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:43:20, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:43:30, Total: 503.71 GB, Available: 489.37 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:43:40, Total: 503.71 GB, Available: 489.36 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:43:50, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:44:00, Total: 503.71 GB, Available: 489.35 GB, Used: 10.82 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:44:10, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:44:20, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:44:30, Total: 503.71 GB, Available: 489.35 GB, Used: 10.82 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:44:40, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:44:50, Total: 503.71 GB, Available: 489.37 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:45:00, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:45:10, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:45:20, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:45:30, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:45:40, Total: 503.71 GB, Available: 489.37 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:45:50, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:46:00, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:46:10, Total: 503.71 GB, Available: 489.35 GB, Used: 10.82 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:46:20, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:46:30, Total: 503.71 GB, Available: 489.36 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:46:40, Total: 503.71 GB, Available: 489.35 GB, Used: 10.82 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:46:50, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:47:00, Total: 503.71 GB, Available: 489.33 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:47:10, Total: 503.71 GB, Available: 489.33 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:47:20, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:47:30, Total: 503.71 GB, Available: 489.37 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:47:40, Total: 503.71 GB, Available: 489.34 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:47:50, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:48:00, Total: 503.71 GB, Available: 489.33 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:48:10, Total: 503.71 GB, Available: 489.33 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:48:20, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:48:30, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:48:40, Total: 503.71 GB, Available: 489.33 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:48:50, Total: 503.71 GB, Available: 489.33 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:49:00, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:49:10, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:49:20, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:49:30, Total: 503.71 GB, Available: 489.35 GB, Used: 10.82 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:49:40, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:49:50, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:50:00, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:50:11, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:50:21, Total: 503.71 GB, Available: 489.35 GB, Used: 10.82 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:50:31, Total: 503.71 GB, Available: 489.33 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:50:41, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:50:51, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:51:01, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:51:11, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:51:21, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:51:31, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:51:41, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 05:51:51, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:52:01, Total: 503.71 GB, Available: 489.33 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:52:11, Total: 503.71 GB, Available: 489.33 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:52:21, Total: 503.71 GB, Available: 489.32 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:52:31, Total: 503.71 GB, Available: 489.33 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:52:41, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:52:51, Total: 503.71 GB, Available: 489.33 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:53:01, Total: 503.71 GB, Available: 489.34 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:53:11, Total: 503.71 GB, Available: 489.32 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:53:21, Total: 503.71 GB, Available: 489.30 GB, Used: 10.88 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:53:31, Total: 503.71 GB, Available: 489.30 GB, Used: 10.87 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:53:41, Total: 503.71 GB, Available: 489.28 GB, Used: 10.90 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:53:51, Total: 503.71 GB, Available: 489.27 GB, Used: 10.91 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:54:01, Total: 503.71 GB, Available: 489.28 GB, Used: 10.90 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:54:11, Total: 503.71 GB, Available: 489.29 GB, Used: 10.89 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:54:21, Total: 503.71 GB, Available: 489.30 GB, Used: 10.88 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:54:31, Total: 503.71 GB, Available: 489.29 GB, Used: 10.89 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:54:41, Total: 503.71 GB, Available: 489.29 GB, Used: 10.89 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:54:51, Total: 503.71 GB, Available: 489.29 GB, Used: 10.89 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:55:01, Total: 503.71 GB, Available: 489.29 GB, Used: 10.88 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:55:11, Total: 503.71 GB, Available: 489.30 GB, Used: 10.87 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:55:21, Total: 503.71 GB, Available: 489.30 GB, Used: 10.88 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:55:31, Total: 503.71 GB, Available: 489.30 GB, Used: 10.87 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:55:41, Total: 503.71 GB, Available: 489.30 GB, Used: 10.88 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:55:51, Total: 503.71 GB, Available: 489.31 GB, Used: 10.87 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:56:01, Total: 503.71 GB, Available: 489.32 GB, Used: 10.86 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:56:11, Total: 503.71 GB, Available: 489.32 GB, Used: 10.86 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:56:21, Total: 503.71 GB, Available: 489.32 GB, Used: 10.86 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:56:31, Total: 503.71 GB, Available: 489.32 GB, Used: 10.86 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:56:41, Total: 503.71 GB, Available: 489.32 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:56:51, Total: 503.71 GB, Available: 489.33 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:57:01, Total: 503.71 GB, Available: 489.33 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:57:11, Total: 503.71 GB, Available: 489.33 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:57:21, Total: 503.71 GB, Available: 489.33 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:57:31, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:57:41, Total: 503.71 GB, Available: 489.32 GB, Used: 10.86 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:57:51, Total: 503.71 GB, Available: 489.31 GB, Used: 10.87 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:58:01, Total: 503.71 GB, Available: 489.30 GB, Used: 10.88 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:58:11, Total: 503.71 GB, Available: 489.32 GB, Used: 10.86 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:58:21, Total: 503.71 GB, Available: 489.32 GB, Used: 10.86 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:58:31, Total: 503.71 GB, Available: 489.31 GB, Used: 10.87 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:58:41, Total: 503.71 GB, Available: 489.32 GB, Used: 10.86 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:58:51, Total: 503.71 GB, Available: 489.31 GB, Used: 10.87 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:59:01, Total: 503.71 GB, Available: 489.32 GB, Used: 10.86 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:59:11, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:59:21, Total: 503.71 GB, Available: 489.32 GB, Used: 10.86 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:59:31, Total: 503.71 GB, Available: 489.33 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:59:41, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 05:59:51, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:00:01, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:00:11, Total: 503.71 GB, Available: 489.35 GB, Used: 10.82 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:00:21, Total: 503.71 GB, Available: 489.39 GB, Used: 10.79 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:00:31, Total: 503.71 GB, Available: 489.39 GB, Used: 10.79 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:00:41, Total: 503.71 GB, Available: 489.38 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:00:51, Total: 503.71 GB, Available: 489.37 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:01:01, Total: 503.71 GB, Available: 489.38 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:01:11, Total: 503.71 GB, Available: 489.38 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:01:21, Total: 503.71 GB, Available: 489.38 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:01:31, Total: 503.71 GB, Available: 489.37 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:01:41, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:01:51, Total: 503.71 GB, Available: 489.37 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:02:01, Total: 503.71 GB, Available: 489.37 GB, Used: 10.80 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:02:11, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:02:21, Total: 503.71 GB, Available: 489.36 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:02:31, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:02:41, Total: 503.71 GB, Available: 489.35 GB, Used: 10.82 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:02:51, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:03:01, Total: 503.71 GB, Available: 489.32 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:03:11, Total: 503.71 GB, Available: 489.33 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:03:21, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:03:31, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:03:41, Total: 503.71 GB, Available: 489.35 GB, Used: 10.82 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:03:51, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:04:01, Total: 503.71 GB, Available: 489.34 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:04:11, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:04:21, Total: 503.71 GB, Available: 489.35 GB, Used: 10.82 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:04:31, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:04:41, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:04:51, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:05:01, Total: 503.71 GB, Available: 489.33 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:05:11, Total: 503.71 GB, Available: 489.32 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:05:21, Total: 503.71 GB, Available: 489.33 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:05:31, Total: 503.71 GB, Available: 489.33 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:05:41, Total: 503.71 GB, Available: 489.33 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:05:51, Total: 503.71 GB, Available: 489.33 GB, Used: 10.85 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:06:01, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:06:11, Total: 503.71 GB, Available: 489.37 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:06:21, Total: 503.71 GB, Available: 489.33 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:06:31, Total: 503.71 GB, Available: 489.34 GB, Used: 10.84 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:06:41, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:06:51, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:07:01, Total: 503.71 GB, Available: 489.35 GB, Used: 10.83 GB, Percent: 2.9%
Timestamp: 2024-07-27 06:07:12, Total: 503.71 GB, Available: 489.36 GB, Used: 10.82 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:07:22, Total: 503.71 GB, Available: 489.36 GB, Used: 10.81 GB, Percent: 2.8%
Timestamp: 2024-07-27 06:07:32, Total: 503.71 GB, Available: 489.35 GB, Used: 10.82 GB, Percent: 2.9%
